,originalLocation,col_1_label,col_1_qty,col_2_label,col_2_qty,col_3_label,col_3_qty,col_4_label,col_4_qty,col_5_label,col_5_qty,col_6_label,col_6_qty,col_7_label,col_7_qty,col_8_label,col_8_qty,col_9_label,col_9_qty,col_10_label,col_10_qty,col_11_label,col_11_qty,col_12_label,col_12_qty,col_13_label,col_13_qty,col_14_label,col_14_qty,col_15_label,col_15_qty,col_16_label,col_16_qty,col_17_label,col_17_qty,col_18_label,col_18_qty
1712,N-23-11,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5,KZ5VR3,7.5
1713,N-23-12,B24J86,11.0,B24J86,11.0,B24J86,11.0,B24J86,11.0,B24J86,11.0,B24J86,11.0,B24J86,11.0,B24J86,11.0,B24J86,11.0,B24J86,11.0,B24J86,11.0,B24J86,11.0,B24J86,11.0,B24J86,11.0,B24J86,11.0,B24J86,11.0,B24J86,11.0,B24J86,11.0
1714,N-23-13,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5,Y813MQ,6.5
1720,N-24-11,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5,O7TSVL,9.5
1721,N-24-12,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0,S90CD9,10.0
1722,N-24-13,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0,N6JU7C,5.0
1728,O-01-11,B24J86,10.5,B24J86,10.5,B24J86,10.5,B24J86,10.5,B24J86,10.5,B24J86,10.5,B24J86,10.5,B24J86,10.5,B24J86,10.5,B24J86,10.5,B24J86,10.5,B24J86,10.5,B24J86,10.5,B24J86,10.5,B24J86,10.5,B24J86,10.5,B24J86,10.5,B24J86,10.5
1729,O-01-12,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5,S90CD9,10.5
1730,O-01-13,U8203G,7.5,U8203G,7.5,U8203G,7.5,U8203G,7.5,U8203G,7.5,U8203G,7.5,U8203G,7.5,U8203G,7.5,U8203G,7.5,U8203G,7.5,U8203G,7.5,U8203G,7.5,U8203G,7.5,U8203G,7.5,U8203G,7.5,U8203G,7.5,U8203G,7.5,U8203G,7.5
1736,O-02-11,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5,HLOISD,10.5
1737,O-02-12,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0,32ZKOX,16.0
1738,O-02-13,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0
1744,O-03-11,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0,I2B1FH,10.0
1745,O-03-12,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5,ETU70R,10.5
1746,O-03-13,YE890X,10.0,YE890X,10.0,YE890X,10.0,YE890X,10.0,YE890X,10.0,YE890X,10.0,YE890X,10.0,YE890X,10.0,YE890X,10.0,YE890X,10.0,YE890X,10.0,YE890X,10.0,YE890X,10.0,YE890X,10.0,YE890X,10.0,YE890X,10.0,YE890X,10.0,YE890X,10.0
1752,O-04-11,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0,32ZKOX,14.0
1753,O-04-12,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0,1ENECA,11.0
1754,O-04-13,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0,ZGYCSW,12.0
1760,O-05-11,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0,ZGYCSW,14.0
1761,O-05-12,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0,ZGYCSW,15.0
1762,O-05-13,37VA62,7.5,37VA62,7.5,37VA62,7.5,37VA62,7.5,37VA62,7.5,37VA62,7.5,37VA62,7.5,37VA62,7.5,37VA62,7.5,37VA62,7.5,37VA62,7.5,37VA62,7.5,37VA62,7.5,37VA62,7.5,37VA62,7.5,37VA62,7.5,37VA62,7.5,37VA62,7.5
1768,O-06-11,800OVF,8.0,800OVF,8.0,800OVF,8.0,800OVF,8.0,800OVF,8.0,800OVF,8.0,800OVF,8.0,800OVF,8.0,800OVF,8.0,800OVF,8.0,800OVF,8.0,800OVF,8.0,800OVF,8.0,800OVF,8.0,800OVF,8.0,800OVF,8.0,800OVF,8.0,800OVF,8.0
1769,O-06-12,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0
1770,O-06-13,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0,WH1BJI,6.0
1776,O-07-11,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0,YE890X,7.0
1777,O-07-12,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5,ZGYCSW,9.5
1778,O-07-13,YE890X,12.0,YE890X,12.0,YE890X,12.0,YE890X,12.0,YE890X,12.0,YE890X,12.0,YE890X,12.0,YE890X,12.0,YE890X,12.0,YE890X,12.0,YE890X,12.0,YE890X,12.0,YE890X,12.0,YE890X,12.0,YE890X,12.0,YE890X,12.0,YE890X,12.0,YE890X,12.0
1784,O-08-11,YE890X,11.0,YE890X,11.0,YE890X,11.0,YE890X,11.0,YE890X,11.0,YE890X,11.0,YE890X,11.0,YE890X,11.0,YE890X,11.0,YE890X,11.0,YE890X,11.0,YE890X,11.0,YE890X,11.0,YE890X,11.0,YE890X,11.0,YE890X,11.0,YE890X,11.0,YE890X,11.0
1785,O-08-12,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0,4E0KXI,8.0
1786,O-08-13,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0,UNPPMJ,8.0
1792,O-09-11,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5,D8AMD3,10.5
1793,O-09-12,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0,5HQR89,13.0
1794,O-09-13,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0,WH1BJI,8.0
1800,O-10-11,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0,56TC1Z,5.0
1801,O-10-12,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0,QP56BU,10.0
1802,O-10-13,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0,ULG3QT,5.0
1808,O-13-11,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5,UHYJ3A,8.5
1809,O-13-12,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0,1ENECA,14.0
1810,O-13-13,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0,XPZSZ1,7.0
1816,O-14-11,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0,J3FI7N,11.0
1817,O-14-12,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5,M67GNC,9.5
1818,O-14-13,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5,MLV9BR,10.5
1824,O-15-11,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0,YKQY4X,8.0
1825,O-15-12,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0,RAUDQ6,12.0
1826,O-15-13,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0,UHYJ3A,9.0
1832,O-16-11,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0,A7MDBC,11.0
1833,O-16-12,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0,AX7BJ8,10.0
1834,O-16-13,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5,TBCCF7,8.5
1840,O-17-11,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5,EQQBND,6.5
1841,O-17-12,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5,EUMBM7,10.5
1842,O-17-13,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5,N6JU7C,8.5
1848,O-18-11,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5,O7TSVL,7.5
1849,O-18-12,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0,HI2X6U,13.0
1850,O-18-13,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0,EUMBM7,11.0
1856,O-19-11,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0,QP56BU,8.0
1857,O-19-12,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0,T3NVTG,11.0
1858,O-19-13,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5,ZGYCSW,8.5
1864,O-20-11,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0,I2B1FH,9.0
1865,O-20-12,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0,TAHFOD,9.0
1866,O-20-13,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5,84ABYS,10.5
1872,O-21-11,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0,O7TSVL,11.0
1873,O-21-12,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0,QVFB0Q,6.0
1874,O-21-13,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0,QVFB0Q,7.0
1880,O-22-11,37VA62,13.0,37VA62,13.0,37VA62,13.0,37VA62,13.0,37VA62,13.0,37VA62,13.0,37VA62,13.0,37VA62,13.0,37VA62,13.0,37VA62,13.0,37VA62,13.0,37VA62,13.0,37VA62,13.0,37VA62,13.0,37VA62,13.0,37VA62,13.0,37VA62,13.0,37VA62,13.0
1881,O-22-12,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0,AX7BJ8,5.0
1882,O-22-13,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0,AX7BJ8,13.0
1888,O-23-11,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0,QVFB0Q,10.0
